Date, Close/Last, Volume, Open, High, Low
02/12/2020, $8.82, 53705, $8.97, $8.97, $8.76
02/11/2020, $8.98, 37967, $8.93, $9.145, $8.8
02/10/2020, $8.85, 40839, $8.8, $8.87, $8.65
02/07/2020, $8.8, 41571, $8.86, $8.97, $8.75
02/06/2020, $8.89, 80582, $9.11, $9.11, $8.73
02/05/2020, $9.03, 65915, $9.3, $9.32, $9
02/04/2020, $9.27, 84291, $9.4, $9.41, $9.21
02/03/2020, $9.35, 28793, $9.53, $9.6, $9.25
01/31/2020, $9.45, 96708, $9.48, $9.75, $9.39
01/30/2020, $9.55, 33616, $9.52, $9.6418, $9.45
01/29/2020, $9.67, 49779, $9.76, $9.84, $9.35
01/28/2020, $9.75, 73096, $9.86, $9.86, $9.5
01/27/2020, $9.66, 33237, $10.03, $10.09, $9.61
01/24/2020, $10.16, 27524, $10.28, $10.36, $10.15
01/23/2020, $10.25, 36576, $9.98, $10.28, $9.96
01/22/2020, $10.02, 28443, $10.25, $10.3, $9.88
01/21/2020, $10.19, 46432, $10.36, $10.36, $10.14
01/17/2020, $10.34, 53166, $10.21, $10.49, $10.09
01/16/2020, $10.3, 55508, $10.03, $10.33, $10.03
01/15/2020, $9.97, 66437, $10.23, $10.34, $9.92
01/14/2020, $10.21, 34884, $10.15, $10.31, $10.13
01/13/2020, $10.16, 43693, $9.88, $10.2, $9.88
01/10/2020, $9.88, 74991, $10.31, $10.37, $9.85
01/09/2020, $10.3, 17433, $10.35, $10.51, $10.3
01/08/2020, $10.28, 29888, $10.3, $10.38, $10.25
01/07/2020, $10.34, 28793, $10.43, $10.51, $10.29
01/06/2020, $10.435, 44686, $10.26, $10.58, $10.26
01/03/2020, $10.42, 35841, $10.59, $10.6595, $10.41
01/02/2020, $10.69, 42260, $10.75, $10.79, $10.65
12/31/2019, $10.69, 52263, $10.41, $10.7342, $10.41
12/30/2019, $10.49, 58876, $10.48, $10.59, $10.22
12/27/2019, $10.48, 64540, $10.65, $10.665, $10.43
12/26/2019, $10.64, 41525, $10.72, $10.72, $10.52
12/24/2019, $10.69, 27446, $10.58, $10.82, $10.547
12/23/2019, $10.48, 38159, $10.13, $10.52, $10.13
12/20/2019, $10.17, 42906, $10.21, $10.23, $10.07
12/19/2019, $10.2, 57530, $10.32, $10.35, $10.01
12/18/2019, $10.32, 57465, $10.22, $10.36, $10.18
